definition_id,criteria_name,value,unit,value_si
def_sou_unknown_732,min_canopy_cover,202001.0,,202001.0
def_unk_unknown_734,min_area,0.5,hectare,0.5
def_unk_unknown_734,min_height,50.0,meter,50.0
def_unk_unknown_734,min_width,50.0,meter,50.0
def_unk_2001_746,min_area,0.05,hectare,0.05
def_unk_2003_755,min_area,0.5,hectare,0.5
def_unk_2003_755,min_canopy_cover,10.0,,10.0
def_unk_2003_755,min_height,5.0,meter,5.0
def_unk_2003_755,min_width,20.0,meter,20.0
def_chi_unknown_756,min_area,0.5,hectare,0.5
def_chi_unknown_756,min_canopy_cover,25.0,,25.0
def_chi_unknown_756,min_height,5.0,meter,5.0
def_cze_2004_757,min_area,0.01,ha,0.01
def_cze_2004_757,min_height,4.0,m,4.0
def_cze_2004_757,min_width,4.0,m,4.0
def_unk_1994_758,min_height,2.0,m,2.0
def_per_2015_759,min_area,0.5,hectare,0.5
def_per_2015_759,min_canopy_cover,30.0,,30.0
def_per_2015_759,min_height,5.0,m,5.0
def_cze_1997_760,min_area,0.01,ha,0.01
def_cze_1997_760,min_height,4.0,m,4.0
def_cze_1997_760,min_width,4.0,m,4.0
def_cze_2004_761,min_area,0.01,ha,0.01
def_cze_2004_761,min_height,4.0,m,4.0
def_cze_2004_761,min_width,4.0,m,4.0
def_cze_unknown_762,min_area,0.01,ha,0.01
def_cze_unknown_762,min_height,4.0,m,4.0
def_cze_unknown_762,min_width,4.0,m,4.0
def_den_1998_763,min_area,0.5,ha,0.5
def_den_1998_763,min_height,30.0,m,30.0
def_sou_unknown_764,min_canopy_cover,202001.0,,202001.0
def_unk_unknown_765,min_area,0.5,hectare,0.5
def_unk_unknown_765,min_height,50.0,meter,50.0
def_unk_unknown_765,min_width,50.0,meter,50.0
def_chi_2011_766,min_area,0.5,hectare,0.5
def_chi_2011_766,min_canopy_cover,10.0,,10.0
def_chi_2011_766,min_height,5.0,meter,5.0
def_usa_unknown_768,min_area,1.0,acre,0.404686
def_usa_unknown_770,min_area,10.0,acre,4.04686
def_unk_2001_775,min_canopy_cover,10.0,,10.0
def_unk_2001_780,min_area,0.05,hectare,0.05
def_usa_unknown_787,min_canopy_cover,0.0,,0.0
def_unk_unknown_789,min_canopy_cover,40.0,,40.0
def_unk_unknown_789,min_height,5.0,m,5.0
def_unk_unknown_798,min_canopy_cover,10.0,,10.0
def_ger_1993_801,min_canopy_cover,20.0,,20.0
def_ger_1993_801,min_height,7.0,m,7.0
def_unk_unknown_802,min_height,6.0,meter,6.0
def_unk_2009_803,min_canopy_cover,40.0,,40.0
def_unk_2009_803,min_height,5.0,m,5.0
def_unk_1996_805,min_area,1.0,ha,1.0
def_unk_1996_805,min_canopy_cover,30.0,,30.0
def_unk_unknown_807,min_canopy_cover,10.0,,10.0
def_unk_unknown_808,min_canopy_cover,30.0,,30.0
def_unk_unknown_808,min_height,7.0,m,7.0
def_unk_unknown_812,min_height,120.0,feet,36.576
def_eur_2000_815,min_canopy_cover,20.0,,20.0
def_eur_2000_815,min_height,7.0,m,7.0
def_eur_2010_816,min_canopy_cover,30.0,,30.0
def_eur_2010_817,min_canopy_cover,30.0,,30.0
def_eur_2010_817,min_height,5.0,metre,5.0
def_eur_unknown_818,min_area,1.0,hectare,1.0
def_eur_unknown_818,min_canopy_cover,10.0,,10.0
def_eur_unknown_818,min_height,5.0,meter,5.0
def_eur_1993_819,min_area,0.5,hectare,0.5
def_eur_unknown_824,min_area,1.0,ha,1.0
def_eur_unknown_824,min_height,5.0,m,5.0
def_uk_unknown_825,min_area,0.5,ha,0.5
def_uk_unknown_825,min_canopy_cover,10.0,,10.0
def_uk_unknown_825,min_height,5.0,metre,5.0
def_unk_2000_826,min_area,0.5,ha,0.5
def_unk_2000_826,min_canopy_cover,10.0,,10.0
def_unk_2000_826,min_height,5.0,m,5.0
def_unk_1973_828,min_canopy_cover,25.0,,25.0
def_unk_1993_831,min_area,100.0,ha,100.0
def_unk_1993_831,min_canopy_cover,10.0,,10.0
def_unk_1993_831,min_height,5.0,meter,5.0
def_unk_1995_833,min_canopy_cover,20.0,,20.0
def_unk_1995_833,min_height,7.0,m,7.0
def_uk_1997_834,min_canopy_cover,10.0,,10.0
def_unk_2000_835,min_canopy_cover,40.0,,40.0
def_unk_2010_836,min_area,0.5,hectare,0.5
def_unk_2010_836,min_canopy_cover,10.0,,10.0
def_unk_2010_836,min_height,5.0,metre,5.0
def_uk_unknown_838,min_canopy_cover,30.0,,30.0
def_unk_2005_839,min_area,0.5,hectare,0.5
def_unk_2005_839,min_canopy_cover,10.0,,10.0
def_unk_2005_839,min_height,5.0,meter,5.0
def_unk_unknown_840,min_area,1.0,hectare,1.0
def_unk_unknown_840,min_canopy_cover,10.0,,10.0
def_unk_unknown_840,min_height,2.0,meter,2.0
def_unk_unknown_841,min_area,0.5,hectare,0.5
def_unk_unknown_841,min_canopy_cover,10.0,,10.0
def_unk_unknown_841,min_height,5.0,meter,5.0
def_unk_unknown_842,min_area,1.0,hectare,1.0
def_unk_unknown_842,min_height,5.0,metre,5.0
def_eur_2009_844,min_area,0.5,ha,0.5
def_eur_2009_844,min_height,20.0,m,20.0
def_eur_unknown_845,min_area,0.5,ha,0.5
def_eur_unknown_845,min_canopy_cover,10.0,,10.0
def_eur_unknown_845,min_height,5.0,m,5.0
def_eur_unknown_845,min_width,20.0,m,20.0
def_unk_2010_846,min_area,0.5,ha,0.5
def_unk_2010_846,min_canopy_cover,10.0,,10.0
def_unk_2010_846,min_height,5.0,m,5.0
def_unk_unknown_848,min_canopy_cover,30.0,,30.0
def_unk_unknown_848,min_height,7.0,m,7.0
def_unk_2013_852,min_area,0.5,hectare,0.5
def_unk_2013_852,min_canopy_cover,10.0,,10.0
def_unk_2013_852,min_height,5.0,meter,5.0
def_unk_2003_853,min_area,0.5,hectare,0.5
def_unk_2003_853,min_canopy_cover,10.0,,10.0
def_unk_2003_853,min_height,5.0,meter,5.0
def_unk_2003_853,min_width,20.0,meter,20.0
def_unk_2009_854,min_area,0.5,ha,0.5
def_unk_2009_854,min_canopy_cover,10.0,,10.0
def_unk_2009_854,min_height,5.0,m,5.0
def_cze_unknown_855,min_area,0.01,ha,0.01
def_den_unknown_856,min_area,0.5,ha,0.5
def_geo_1999_857,min_area,0.1,ha,0.1
def_slo_unknown_861,min_area,0.01,ha,0.01
def_slo_1993_862,min_area,0.05,ha,0.05
def_alb_2004_864,min_canopy_cover,30.0,,30.0
def_alb_2008_865,min_canopy_cover,30.0,,30.0
def_alb_2011_866,min_area,0.5,ha,0.5
def_alb_2011_866,min_canopy_cover,10.0,,10.0
def_alb_2011_866,min_height,20.0,m,20.0
def_alb_2011_866,min_width,20.0,m,20.0
def_alb_unknown_867,min_area,2.0,ha,2.0
def_alb_unknown_867,min_height,1000.0,m,1000.0
def_alb_unknown_868,min_height,5.0,m,5.0
def_aus_1992_870,min_canopy_cover,20.0,,20.0
def_aus_1992_870,min_height,2.0,metre,2.0
def_aus_1996_871,min_height,5.0,metre,5.0
def_aus_1998_872,min_canopy_cover,20.0,,20.0
def_aus_1998_872,min_height,2.0,metre,2.0
def_aus_2003_873,min_canopy_cover,20.0,,20.0
def_aus_2003_873,min_height,2.0,m,2.0
def_aus_2005_874,min_canopy_cover,20.0,,20.0
def_aus_2005_874,min_height,2.0,m,2.0
def_aus_2009_875,min_canopy_cover,20.0,,20.0
def_aus_unknown_876,min_height,5.0,metre,5.0
def_aus_1996_878,min_canopy_cover,30.0,,30.0
def_aus_1996_878,min_height,1000.0,m,1000.0
def_bos_unknown_880,min_height,500.0,m,500.0
def_bos_unknown_880,min_width,10.0,meter,10.0
def_bra_2009_881,min_area,1.0,hectare,1.0
def_bra_2009_881,min_canopy_cover,30.0,,30.0
def_bra_2009_881,min_height,5.0,metre,5.0
def_bul_2007_883,min_area,0.1,ha,0.1
def_can_unknown_885,min_area,1.0,ha,1.0
def_can_unknown_885,min_canopy_cover,25.0,,25.0
def_can_unknown_885,min_height,5.0,m,5.0
def_unk_2009_886,min_canopy_cover,60.0,,60.0
def_unk_2009_886,min_height,16.0,m,16.0
def_chi_unknown_887,min_area,0.5,hectare,0.5
def_chi_unknown_887,min_canopy_cover,25.0,,25.0
def_chi_unknown_887,min_height,5.0,meter,5.0
def_chi_2006_889,min_canopy_cover,30.0,,30.0
def_chi_2006_889,min_height,400.0,m,400.0
def_cos_unknown_890,min_canopy_cover,70.0,,70.0
def_cos_2014_891,min_area,1.0,ha,1.0
def_cos_2014_891,min_canopy_cover,30.0,,30.0
def_cos_2014_891,min_height,5.0,meter,5.0
def_cro_unknown_893,min_area,0.1,hectare,0.1
def_cro_unknown_893,min_canopy_cover,20.0,,20.0
def_cro_unknown_893,min_height,2.0,meter,2.0
def_cro_unknown_894,min_area,0.1,ha,0.1
def_cro_unknown_894,min_canopy_cover,20.0,,20.0
def_cro_unknown_894,min_height,1.0,m,1.0
def_unk_2002_895,min_area,1.0,ha,1.0
def_unk_2002_895,min_canopy_cover,10.0,,10.0
def_unk_2006_896,min_area,1.0,ha,1.0
def_unk_2006_896,min_canopy_cover,10.0,,10.0
def_unk_2006_896,min_height,5.0,m,5.0
def_ecu_2013_897,min_area,1.0,hectare,1.0
def_ecu_2013_897,min_canopy_cover,30.0,,30.0
def_ecu_2013_897,min_height,5.0,meter,5.0
def_est_1998_898,min_area,0.5,ha,0.5
def_est_1998_898,min_height,1.3,m,1.3
def_est_1998_899,min_area,5.0,ha,5.0
def_est_1998_899,min_height,3.0,m,3.0
def_est_2010_900,min_area,0.5,ha,0.5
def_est_2010_900,min_canopy_cover,10.0,,10.0
def_est_2010_900,min_height,5.0,m,5.0
def_unk_1994_904,min_height,2.0,m,2.0
def_unk_2015_906,min_area,0.5,ha,0.5
def_unk_2015_906,min_canopy_cover,20.0,,20.0
def_unk_2015_906,min_height,2.0,m,2.0
def_unk_2017_907,min_area,0.5,ha,0.5
def_unk_2017_907,min_canopy_cover,20.0,,20.0
def_unk_2017_907,min_height,20.0,m,20.0
def_unk_2017_907,min_width,20.0,m,20.0
def_unk_unknown_908,min_area,0.05,hectare,0.05
def_unk_unknown_908,min_canopy_cover,205.0,,205.0
def_unk_unknown_908,min_height,2.0,m,2.0
def_unk_unknown_909,min_area,0.05,hectare,0.05
def_unk_unknown_909,min_height,2.0,m,2.0
def_fij_1992_910,min_area,4.0,ha,4.0
def_fij_1992_910,min_canopy_cover,25.0,,25.0
def_fra_1997_912,min_area,5.0,acre,2.02343
def_fra_1997_912,min_canopy_cover,10.0,,10.0
def_fra_1997_912,min_height,15.0,m,15.0
def_fra_1997_912,min_width,15.0,m,15.0
def_fra_2005_913,min_area,0.05,ha,0.05
def_fra_2005_913,min_canopy_cover,10.0,,10.0
def_fra_2005_913,min_height,7.0,m,7.0
def_fra_2005_913,min_width,25.0,m,25.0
def_fra_2010_914,min_area,0.5,ha,0.5
def_fra_2010_914,min_canopy_cover,10.0,,10.0
def_fra_2010_914,min_height,20.0,m,20.0
def_fra_2010_914,min_width,20.0,m,20.0
def_unk_unknown_915,min_canopy_cover,50.0,,50.0
def_unk_unknown_915,min_height,9.0,m,9.0
def_unk_unknown_916,min_canopy_cover,50.0,,50.0
def_geo_1999_917,min_area,0.1,ha,0.1
def_geo_2010_918,min_area,0.5,ha,0.5
def_geo_2010_918,min_canopy_cover,10.0,,10.0
def_geo_2010_918,min_height,20.0,m,20.0
def_geo_2010_918,min_width,20.0,m,20.0
def_gre_2002_919,min_area,0.5,ha,0.5
def_gre_2002_919,min_height,30.0,m,30.0
def_gre_2002_919,min_width,30.0,m,30.0
def_gre_2003_920,min_canopy_cover,15.0,,15.0
def_gre_unknown_921,min_canopy_cover,20.0,,20.0
def_gre_unknown_921,min_height,7.0,m,7.0
def_unk_2009_922,min_canopy_cover,10.0,,10.0
def_hun_2006_923,min_canopy_cover,30.0,,30.0
def_hun_2006_924,min_area,1000.0,ha,1000.0
def_hun_2006_924,min_canopy_cover,50.0,,50.0
def_hun_unknown_925,min_area,15.0,ha,15.0
def_unk_2011_926,min_canopy_cover,10.0,,10.0
def_unk_2011_926,min_height,2.0,m,2.0
def_ind_2023_927,min_area,1.0,ha,1.0
def_ind_2023_927,min_canopy_cover,10.0,,10.0
def_ind_2023_927,min_height,23.5,m,23.5
def_ind_unknown_929,min_area,1.0,ha,1.0
def_ind_unknown_929,min_canopy_cover,30.0,,30.0
def_ind_unknown_929,min_height,5.0,m,5.0
def_ind_unknown_930,min_area,0.25,ha,0.25
def_ind_unknown_930,min_canopy_cover,30.0,,30.0
def_ind_unknown_930,min_height,5.0,m,5.0
def_ind_2004_931,min_area,0.25,hectare,0.25
def_ind_2004_931,min_canopy_cover,30.0,,30.0
def_ind_2004_931,min_height,5.0,meter,5.0
def_unk_2002_932,min_area,0.5,ha,0.5
def_unk_2002_932,min_canopy_cover,50.0,,50.0
def_unk_2002_932,min_height,40.0,m,40.0
def_unk_2002_932,min_width,40.0,m,40.0
def_unk_2010_933,min_area,0.5,ha,0.5
def_unk_2010_933,min_canopy_cover,10.0,,10.0
def_unk_2010_933,min_height,2.0,m,2.0
def_unk_2010_933,min_width,20.0,m,20.0
def_ita_2007_934,min_canopy_cover,20.0,,20.0
def_ita_2007_934,min_height,2000.0,m,2000.0
def_ita_2007_934,min_width,20.0,m,20.0
def_jam_1992_935,min_area,4.0,ha,4.0
def_jam_1992_935,min_canopy_cover,75.0,,75.0
def_jam_1992_935,min_height,7.0,m,7.0
def_jap_unknown_938,min_canopy_cover,30.0,,30.0
def_ken_2005_941,min_area,10.0,ha,10.0
def_unk_unknown_943,min_area,0.5,ha,0.5
def_unk_unknown_943,min_height,5.0,m,5.0
def_unk_2015_944,min_area,0.5,ha,0.5
def_unk_2015_944,min_canopy_cover,20.0,,20.0
def_unk_2015_944,min_height,5.0,meter,5.0
def_lat_2001_945,min_canopy_cover,20.0,,20.0
def_lit_unknown_946,min_area,0.1,ha,0.1
def_lit_unknown_946,min_height,5.0,m,5.0
def_mex_2005_949,min_area,1.0,ha,1.0
def_mex_2005_949,min_canopy_cover,2016.0,,2016.0
def_mex_2005_949,min_height,2.0,m,2.0
def_mon_2000_950,min_area,0.05,ha,0.05
def_nep_1999_951,min_canopy_cover,10.0,,10.0
def_new_unknown_952,min_area,1.0,hectare,1.0
def_new_unknown_952,min_height,5.0,metre,5.0
def_new_unknown_952,min_width,30.0,metre,30.0
def_nor_2010_954,min_area,0.5,ha,0.5
def_nor_2010_954,min_height,5.0,m,5.0
def_per_2010_956,min_area,0.5,ha,0.5
def_per_2010_956,min_height,5.0,m,5.0
def_per_2014_957,min_area,0.09,hectare,0.09
def_per_2015_958,min_area,0.5,hectare,0.5
def_per_2015_958,min_canopy_cover,10.0,,10.0
def_per_2015_958,min_height,20.0,m,20.0
def_per_2015_958,min_width,20.0,m,20.0
def_per_2015_959,min_area,0.5,hectare,0.5
def_per_2015_959,min_canopy_cover,30.0,,30.0
def_per_2015_959,min_height,5.0,m,5.0
def_phi_2000_960,min_area,0.5,hectare,0.5
def_phi_2000_960,min_canopy_cover,10.0,,10.0
def_phi_2000_960,min_height,5.0,meter,5.0
def_phi_2000_960,min_width,20.0,meter,20.0
def_pol_1991_962,min_area,0.1,ha,0.1
def_por_1994_963,min_canopy_cover,15.0,,15.0
def_por_1994_963,min_height,5.0,m,5.0
def_rom_1996_964,min_area,0.25,ha,0.25
def_unk_2006_965,min_area,0.5,ha,0.5
def_unk_2006_965,min_canopy_cover,20.0,,20.0
def_unk_2006_965,min_height,7.0,m,7.0
def_unk_2010_966,min_area,0.5,ha,0.5
def_unk_2010_966,min_canopy_cover,10.0,,10.0
def_unk_2010_966,min_height,5.0,meter,5.0
def_unk_2011_967,min_area,0.5,ha,0.5
def_unk_2011_967,min_canopy_cover,10.0,,10.0
def_unk_2011_967,min_height,20.0,m,20.0
def_unk_2011_967,min_width,20.0,m,20.0
def_unk_2009_968,min_area,0.3,ha,0.3
def_unk_2009_968,min_canopy_cover,20.0,,20.0
def_unk_2009_968,min_height,5.0,m,5.0
def_slo_1994_969,min_height,0.05,m,0.05
def_slo_unknown_971,min_area,0.05,ha,0.05
def_sou_2002_973,min_canopy_cover,75.0,,75.0
def_sou_unknown_975,min_height,20.0,m,20.0
def_spa_2008_976,min_canopy_cover,10.0,,10.0
def_unk_2010_977,min_area,0.05,hectare,0.05
def_unk_2010_977,min_canopy_cover,20.0,,20.0
def_unk_2010_977,min_height,3.0,m,3.0
def_tan_2002_979,min_canopy_cover,10.0,,10.0
def_tan_2002_980,min_canopy_cover,10.0,,10.0
def_tan_2008_981,min_area,1.0,ha,1.0
def_tan_2008_981,min_canopy_cover,30.0,,30.0
def_tan_2008_981,min_height,3.0,m,3.0
def_tur_1937_982,min_area,5.0,ha,5.0
def_tur_2011_988,min_area,0.5,ha,0.5
def_tur_2011_988,min_canopy_cover,10.0,,10.0
def_tur_2011_988,min_height,20.0,m,20.0
def_tur_2011_988,min_width,20.0,m,20.0
def_uni_2006_990,min_canopy_cover,25.0,,25.0
def_uni_2006_990,min_height,5.0,m,5.0
def_uni_2009_991,min_area,0.5,ha,0.5
def_uni_2009_991,min_canopy_cover,20.0,,20.0
def_uni_2009_991,min_height,20.0,m,20.0
def_uni_2009_991,min_width,20.0,m,20.0
def_uni_2010_992,min_area,2.0,ha,2.0
def_uni_2010_992,min_canopy_cover,20.0,,20.0
def_uni_2010_992,min_height,50.0,m,50.0
def_usa_unknown_993,min_height,20.0,meter,20.0
def_usa_1905_995,min_canopy_cover,20.0,,20.0
def_usa_2008_997,min_canopy_cover,25.0,,25.0
def_usa_2001_998,min_height,14.0,m,14.0
def_vie_1998_999,min_canopy_cover,30.0,,30.0
def_zim_unknown_1000,min_canopy_cover,80.0,,80.0
def_zim_unknown_1000,min_height,15.0,metre,15.0
def_aus_unknown_1001,min_height,5.0,metre,5.0
def_bos_2001_1003,min_area,0.1,hectare,0.1
def_bos_2013_1004,min_area,0.16,ha,0.16
def_bos_2013_1004,min_canopy_cover,20.0,,20.0
def_bos_2013_1004,min_height,20.0,m,20.0
def_bos_2013_1004,min_width,20.0,m,20.0
def_col_2014_1005,min_area,1.0,ha,1.0
def_col_2014_1005,min_canopy_cover,30.0,,30.0
def_col_2014_1005,min_height,5.0,meter,5.0
def_cro_2010_1006,min_height,100.0,m,100.0
def_unk_2002_1007,min_area,1.0,ha,1.0
def_unk_2002_1007,min_canopy_cover,10.0,,10.0
def_unk_2002_1007,min_height,5.0,m,5.0
def_cze_1995_1008,min_height,1995.0,m,1995.0
def_den_1998_1009,min_area,0.5,ha,0.5
def_den_1998_1009,min_height,30.0,m,30.0
def_est_2002_1010,min_area,5.0,ha,5.0
def_est_2002_1010,min_canopy_cover,30.0,,30.0
def_est_2002_1010,min_height,3.0,m,3.0
def_est_2010_1011,min_area,0.5,ha,0.5
def_est_2010_1011,min_canopy_cover,30.0,,30.0
def_est_2010_1011,min_height,5.0,m,5.0
def_fin_2000_1013,min_area,0.5,ha,0.5
def_fin_2000_1013,min_canopy_cover,10.0,,10.0
def_fin_2000_1013,min_height,5.0,m,5.0
def_fin_2009_1014,min_height,1.0,m,1.0
def_fra_2011_1015,min_area,50.0,acre,20.2343
def_fra_2011_1015,min_canopy_cover,10.0,,10.0
def_fra_2011_1015,min_height,20.0,meter,20.0
def_fra_2011_1015,min_width,20.0,meter,20.0
def_ger_2001_1017,min_canopy_cover,50.0,,50.0
def_ger_2001_1017,min_height,1000.0,m,1000.0
def_ger_2001_1017,min_width,10.0,m,10.0
def_ger_2002_1018,min_canopy_cover,50.0,,50.0
def_ger_2002_1018,min_height,1000.0,m,1000.0
def_ger_2002_1018,min_width,10.0,m,10.0
def_gre_2001_1019,min_area,0.5,ha,0.5
def_gre_2001_1019,min_canopy_cover,10.0,,10.0
def_gre_2001_1019,min_height,30.0,m,30.0
def_gre_2002_1020,min_area,0.05,ha,0.05
def_gre_2002_1020,min_canopy_cover,10.0,,10.0
def_gre_2002_1020,min_height,30.0,m,30.0
def_unk_2014_1023,min_area,0.1,hectare,0.1
def_lat_2000_1029,min_area,0.1,ha,0.1
def_lat_2000_1029,min_canopy_cover,20.0,,20.0
def_lat_2000_1029,min_height,7.0,m,7.0
def_unk_2017_1030,min_area,1.0,hectare,1.0
def_unk_2017_1030,min_canopy_cover,30.0,,30.0
def_unk_2017_1030,min_height,5.0,meter,5.0
def_unk_2006_1031,min_height,0.25,m,0.25
def_lit_2001_1032,min_area,0.1,hectare,0.1
def_lit_2001_1032,min_height,5.0,meter,5.0
def_lit_2010_1033,min_area,0.1,ha,0.1
def_lit_2010_1033,min_height,5.0,m,5.0
def_nep_unknown_1034,min_canopy_cover,10.0,,10.0
def_new_2006_1035,min_area,0.5,ha,0.5
def_new_2006_1035,min_canopy_cover,30.0,,30.0
def_new_2006_1035,min_height,5.0,m,5.0
def_new_2006_1035,min_width,5.0,metre,5.0
def_new_2011_1036,min_area,1.0,hectare,1.0
def_new_2011_1036,min_canopy_cover,30.0,,30.0
def_new_2011_1036,min_height,30.0,metre,30.0
def_new_2011_1036,min_width,30.0,metre,30.0
def_new_unknown_1037,min_canopy_cover,30.0,,30.0
def_new_unknown_1037,min_height,30.0,metre,30.0
def_new_unknown_1037,min_width,30.0,metre,30.0
def_ser_2010_1039,min_area,0.01,ha,0.01
def_slo_1993_1040,min_area,0.05,ha,0.05
def_sou_unknown_1042,min_canopy_cover,202001.0,,202001.0
def_swe_2009_1043,min_canopy_cover,10.0,,10.0
def_swe_2009_1043,min_height,5.0,m,5.0
def_swi_2006_1045,min_height,0.25,m,0.25
def_unk_unknown_1046,min_area,0.5,hectare,0.5
def_unk_unknown_1046,min_height,50.0,meter,50.0
def_unk_unknown_1046,min_width,50.0,meter,50.0
def_tan_2002_1047,min_canopy_cover,10.0,,10.0
def_tan_2016_1048,min_area,0.5,ha,0.5
def_tan_2016_1048,min_canopy_cover,10.0,,10.0
def_tan_2016_1048,min_height,2.5,m,2.5
def_tur_1956_1049,min_area,3.0,ha,3.0
def_tur_1956_1049,min_height,8.0,m,8.0
def_uni_2010_1050,min_canopy_cover,20.0,,20.0
def_uni_2009_1051,min_area,0.1,hectare,0.1
def_uni_2009_1051,min_height,20.0,metre,20.0
def_uni_2009_1051,min_width,20.0,metre,20.0
def_usa_2001_1052,min_height,120.0,feet,36.576
def_usa_2007_1053,min_area,1.0,acre,0.404686
def_usa_2007_1053,min_canopy_cover,10.0,,10.0
def_usa_2007_1053,min_height,120.0,feet,36.576
def_chi_2011_1054,min_area,0.5,hectare,0.5
def_chi_2011_1054,min_canopy_cover,10.0,,10.0
def_chi_2011_1054,min_height,5.0,meter,5.0
def_vie_2016_1055,min_area,0.5,ha,0.5
def_vie_2016_1055,min_height,5.0,meter,5.0
def_cam_2000_1057,min_area,0.5,hectare,0.5
def_cam_2000_1057,min_canopy_cover,10.0,,10.0
def_fin_2009_1058,min_height,1.0,m,1.0
def_lat_unknown_1064,min_canopy_cover,20.0,,20.0
def_usa_unknown_1066,min_height,4.0,meter,4.0
def_vie_2004_1068,min_canopy_cover,10.0,,10.0
def_usa_unknown_1070,min_canopy_cover,10.0,,10.0
def_usa_unknown_1070,min_height,5.0,m,5.0
def_unk_2012_1078,min_area,1.0,hectare,1.0
def_unk_2012_1078,min_height,5.0,meter,5.0
def_usa_unknown_1093,min_area,1.0,acre,0.404686
def_usa_unknown_1095,min_height,6.0,meter,6.0
def_usa_1994_1099,min_canopy_cover,10.0,,10.0
def_usa_1994_1099,min_height,3.0,meter,3.0
def_usa_unknown_1105,min_height,25.0,feet,7.62
def_aus_unknown_1108,min_canopy_cover,30.0,,30.0
def_aus_unknown_1108,min_height,5.0,m,5.0
def_aus_unknown_1109,min_height,5.0,metre,5.0
def_usa_2000_1115,min_area,1.0,acre,0.404686
def_usa_2000_1115,min_height,120.0,feet,36.576
def_usa_unknown_1116,min_height,120.0,feet,36.576
def_usa_2000_1117,min_area,1.0,acre,0.404686
def_usa_2000_1117,min_height,120.0,feet,36.576
def_usa_1995_1119,min_area,1.0,acre,0.404686
def_usa_2007_1133,min_area,1.0,acre,0.404686
def_usa_unknown_1134,min_canopy_cover,50.0,,50.0
def_usa_unknown_1134,min_height,4.5,feet,1.3716000000000002
def_usa_unknown_1137,min_area,40.0,acre,16.18744
def_usa_2002_1138,min_height,3.0,m,3.0
def_usa_1996_1141,min_area,15.0,acre,6.07029
def_usa_unknown_1142,min_area,15.0,acre,6.07029
def_usa_unknown_1146,min_area,20.0,acre,8.09372
def_usa_unknown_1150,min_area,10.0,acre,4.04686
def_usa_unknown_1158,min_area,25.0,acre,10.11715
def_usa_2000_1159,min_area,1.0,acre,0.404686
def_usa_2000_1159,min_height,120.0,feet,36.576
def_usa_unknown_1164,min_height,26.0,m,26.0
def_eur_unknown_1168,min_height,15.0,m,15.0
def_can_unknown_1169,min_height,4.5,metre,4.5
def_unk_1994_1170,min_height,2.0,m,2.0
def_unk_2014_1173,min_height,5.0,metre,5.0
def_new_2011_1176,min_height,5.0,metre,5.0
def_usa_2006_1180,min_height,4.6,m,4.6
def_usa_unknown_1182,min_height,8.0,feet,2.4384
def_usa_unknown_1185,min_height,12.0,feet,3.6576000000000004
def_usa_unknown_1186,min_height,20.0,feet,6.096
def_usa_1998_1187,min_height,15.0,feet,4.572
def_unk_unknown_1190,min_height,6.0,m,6.0
def_unk_unknown_1191,min_height,6.0,m,6.0
def_unk_2003_1200,min_area,0.5,ha,0.5
def_unk_2003_1200,min_height,5.0,m,5.0
def_unk_2003_1200,min_width,2000.0,m,2000.0
def_aus_1999_1208,min_canopy_cover,20.0,,20.0
def_aus_1999_1208,min_height,10.0,m,10.0
def_can_1998_1210,min_area,0.5,ha,0.5
def_can_1998_1210,min_canopy_cover,60.0,,60.0
def_can_1998_1210,min_height,40.0,metre,40.0
def_can_1998_1210,min_width,40.0,metre,40.0
def_uk_2014_1214,min_canopy_cover,20.0,,20.0
def_unk_2000_1215,min_area,0.5,hectare,0.5
def_unk_2000_1215,min_canopy_cover,10.0,,10.0
def_unk_2000_1215,min_height,5.0,meter,5.0
def_unk_2000_1215,min_width,20.0,meter,20.0
def_unk_unknown_1216,min_canopy_cover,30.0,,30.0
def_unk_2063_1218,min_canopy_cover,20.0,,20.0
def_unk_2063_1218,min_height,18.0,m,18.0
def_ger_unknown_1222,min_height,5.0,meter,5.0
def_unk_unknown_1224,min_area,0.5,ha,0.5
def_unk_1998_1228,min_area,1.0,ha,1.0
def_unk_1998_1228,min_height,1.3,meter,1.3
def_unk_1990_1233,min_area,5.0,acre,2.02343
def_ukr_1998_1235,min_height,28.0,m,28.0
def_unk_1998_1242,min_canopy_cover,10.0,,10.0
def_unk_2000_1243,min_canopy_cover,10.0,,10.0
def_unk_1995_1247,min_canopy_cover,10.0,,10.0
def_unk_2001_1250,min_canopy_cover,10.0,,10.0
def_ind_unknown_1251,min_canopy_cover,10.0,,10.0
def_unk_unknown_1277,min_canopy_cover,30.0,,30.0
def_unk_unknown_1277,min_height,7.0,m,7.0
def_unk_unknown_1278,min_height,120.0,feet,36.576
def_eur_1993_1279,min_area,0.5,hectare,0.5
def_unk_unknown_1280,min_canopy_cover,30.0,,30.0
def_unk_unknown_1280,min_height,7.0,m,7.0
def_alb_2008_1282,min_canopy_cover,30.0,,30.0
def_alb_unknown_1283,min_area,2.0,ha,2.0
def_alb_unknown_1283,min_height,1000.0,m,1000.0
def_aus_1992_1285,min_canopy_cover,20.0,,20.0
def_aus_1992_1285,min_height,2.0,metre,2.0
def_aus_1996_1286,min_height,5.0,metre,5.0
def_aus_1998_1287,min_canopy_cover,20.0,,20.0
def_aus_1998_1287,min_height,2.0,metre,2.0
def_aus_unknown_1288,min_height,5.0,metre,5.0
